gene_name,family_id,description,is_clock_network_gene,family_size
crp-15,297,Small ribosomal subunit protein eS7,False,1
vma-8,298,V-type proton ATPase subunit D,False,1
rpl-5,299,Large ribosomal subunit protein uL18,False,1
cre-1,300,DNA-binding protein cre-1,False,1
ssp-1,301,Peptidyl-prolyl cis-trans isomerase ssp-1,False,1
hsp88,303,Heat shock protein hsp88,False,1
acr-2,304,DNA-directed RNA polymerase I subunit RPA2,False,1
crp-7,305,Small ribosomal subunit protein eS21,False,1
gsy-1,306,Glycogen [starch] synthase,False,1
gdh-1,307,NAD-specific glutamate dehydrogenase,False,1
aac,308,ADP/ATP translocase,False,1
pyr-4,309,Orotidine 5'-phosphate decarboxylase,False,1
NCU16009,310,Probable intron-encoded endonuclease 2,False,1
cox-4,312,"Cytochrome c oxidase subunit 4, mitochondrial",False,1
cya-4,313,"Cytochrome c oxidase subunit 5, mitochondrial",False,1
B7H23.070,314,Mitochondrial outer membrane protein porin,False,1
cyt-21,315,Small ribosomal subunit protein bS16m,False,1
ndh-1,316,NADH-ubiquinone oxidoreductase chain 1,False,1
rpl-28,317,Large ribosomal subunit protein uL15,False,1
drh-11,319,ATP-dependent RNA helicase drs1,False,1
NCU00381,320,Patatin-like phospholipase domain-containing protein NCU11180,False,1
ndh-4,321,NADH-ubiquinone oxidoreductase chain 4,False,1
leu-6,322,"Leucine--tRNA ligase, cytoplasmic",False,1
cpc-1,323,Cross-pathway control protein 1,False,1
vma-1,324,V-type proton ATPase catalytic subunit A,False,1
vma-2,325,V-type proton ATPase subunit B,False,1
qa-x,326,Quinic acid degradation cluster protein x,False,1
qa-3,327,Quinate dehydrogenase,False,1
qa-1f,328,Transcription factor qa-1f,False,1
trp-3,329,Tryptophan synthase,False,1
cyt-2,330,Holocytochrome-c synthase,False,1
gla-1,331,Glucoamylase,False,1
leu-5,332,"Leucine--tRNA ligase, mitochondrial",False,1
acu-8,333,Acetyl-CoA hydrolase,False,1
acu-5,334,Acetyl-coenzyme A synthetase,False,1
alc-1,335,Allantoicase,False,1
matA-1,336,"Mating-type protein A-1, variant",False,1
20H10.080,337,NADH-ubiquinone oxidoreductase 21.3 kDa subunit,False,1
nuc-1,338,Phosphorus acquisition-controlling protein,False,1
rps-26,339,Small ribosomal subunit protein eS26,False,1
B1O14.280,340,NADH-ubiquinone oxidoreductase 20.8 kDa subunit,False,1
ras-1,341,Protein ras-1,False,1
var1,342,Small ribosomal subunit protein uS3m,False,1
nuo-31,343,"NADH-ubiquinone oxidoreductase 30.4 kDa subunit, mitochondrial",False,1
nmr,344,Nitrogen metabolite repression protein nmr,False,1
tom40,345,Mitochondrial import receptor subunit tom40,False,1
nuo-32,346,"NADH-ubiquinone oxidoreductase 29.9 kDa subunit, mitochondrial",False,1
nuo40,347,"NADH-ubiquinone oxidoreductase 40 kDa subunit, mitochondrial",False,1
B13D24.010,348,NADH-ubiquinone oxidoreductase 21.3 kDa subunit,False,1
spe-1,349,Ornithine decarboxylase,False,1
rps-17,350,Small ribosomal subunit protein eS17,False,1
acu-9,351,"Malate synthase, glyoxysomal",False,1
nit-4,352,Nitrogen assimilation transcription factor nit-4,False,1
chs-3,353,Chitin synthase 3,False,1
chs-2,354,Chitin synthase 2,False,1
leu-1,358,3-isopropylmalate dehydrogenase,False,1
con-6,359,Conidiation-specific protein 6,False,1
tom20,360,Mitochondrial import receptor subunit tom20,False,1
atp-1,361,"ATP synthase subunit alpha, mitochondrial",False,1
erg-3,363,Delta(14)-sterol reductase,False,1
cyt-5,364,"DNA-directed RNA polymerase, mitochondrial",False,1
met-7,365,Cystathionine gamma-synthase,False,1
cot-2,366,Glucan synthesis regulatory protein,False,1
mtr,367,N amino acid transport system protein,False,1
nuo14.8,368,NADH-ubiquinone oxidoreductase 14.8 kDa subunit,False,1
nuo9.5,369,NADH-ubiquinone oxidoreductase 9.5 kDa subunit,False,1
cyt-4,370,Mitochondrial protein cyt-4,False,1
eth-1,371,S-adenosylmethionine synthase,False,1
dys-1,373,Deoxyhypusine synthase,False,1
tbg,374,Tubulin gamma chain,False,1
fba,375,Fructose-bisphosphate aldolase,False,1
gpd-1,376,Glyceraldehyde-3-phosphate dehydrogenase,False,1
des,377,"ATP synthase subunit delta, mitochondrial",False,1
rpl-3,378,Large ribosomal subunit protein uL3,False,1
cmd-1,379,Calmodulin,False,1
asd-1,380,Putative rhamnogalacturonase,False,1
arp-3,381,Actin-related protein 3,False,1
aro-8,382,Phospho-2-dehydro-3-deoxyheptonate aldolase,False,1
acu-15,383,Transcriptional activator protein acu-15,False,1
vph-1,384,V-type proton ATPase subunit a,False,1
rps-0,385,Small ribosomal subunit protein uS11,False,1
pep-4,386,Vacuolar protease A,False,1
ccg-4,387,Clock-controlled pheromone ccg-4,False,1
ccg-8,388,Transcription factor ccg-8,False,1
nuc-2,389,Ankyrin repeat protein nuc-2,False,1
arg-13,390,Amino-acid transporter arg-13,False,1
cox-6,391,"Cytochrome c oxidase subunit 6, mitochondrial",False,1
tef-1,392,Elongation factor 1-alpha,False,1
mcb,393,cAMP-dependent protein kinase regulatory subunit,False,1
ras-2,394,Protein ras-2,False,1
mus-18,395,UV-damage endonuclease,False,1
nuo20.9,396,NADH-ubiquinone oxidoreductase 20.9 kDa subunit,False,1
preg,397,Nuc-1 negative regulatory protein preg,False,1
fdh,398,Formate dehydrogenase,False,1
tom22,399,Mitochondrial import receptor subunit tom22,False,1
nuo-10.5,400,NADH-ubiquinone oxidoreductase 10.5 kDa subunit,False,1
atp-9,401,"ATP synthase subunit 9, mitochondrial",False,1
mrpl32,402,Large ribosomal subunit protein bL32m,False,1
ppt-1,403,Serine/threonine-protein phosphatase,False,1
NCU08763,404,Riboflavin kinase,False,1
NCU01553,405,"4-hydroxybenzoate polyprenyltransferase, mitochondrial",True,1
NCU01652,406,O-acetylhomoserine aminocarboxypropyltransferase,False,1
ena-1,407,P-type Na(+) transporter,False,1
iap-1,408,Intermembrane space AAA protease IAP-1,False,1
NCU01806,409,Ribosomal RNA-processing protein 42,False,1
NCU01804,410,Nudix/MutT family protein,True,1
NCU01612,411,RNA helicase,False,1
LSM1,412,U6 snRNA-associated Sm-like protein LSm1,False,1
hsp60,413,Heat shock protein 60,False,1
NCU03543,415,Autophagy-related protein 27,False,1
mrps28,416,Small ribosomal subunit protein uS15m,False,1
prm-3,417,type I protein arginine methyltransferase,False,1
NCU01512,418,"Phenylalanine--tRNA ligase, mitochondrial",False,1
met-8,419,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,False,1
NCU01772,420,DNA-directed RNA polymerase subunit beta,False,1
his-6,422,Imidazole glycerol phosphate synthase hisHF,False,1
rsm24,423,Small ribosomal subunit protein mS35,False,1
PEX20,424,Peroxisome biogenesis protein 20,False,1
nic-5,425,Nicotinamide-nucleotide adenylyltransferase,False,1
NCU04581,426,Kinesin-like protein,False,1
ads-1,427,Transcription factor ads-1,False,1
NCU04636,428,Cysteine desulfurase,False,1
NCU04633,429,RING-type E3 ubiquitin transferase,True,1
NCU08956,430,MSP domain-containing protein,False,1
NTH1,431,Endonuclease III homolog,False,1
NCU06652,432,S-(hydroxymethyl)glutathione dehydrogenase,False,1
mrpl7,433,Large ribosomal subunit protein uL5m,False,1
prk-3,434,Serine/threonine-protein kinase,False,1
NCU01290,435,H/ACA ribonucleoprotein complex subunit CBF5,True,1
NCU04319,436,Spindle pole body component,False,1
kex1,437,Pheromone-processing carboxypeptidase kex1,False,1
mrp7,438,Large ribosomal subunit protein bL27m,False,1
spo11,439,DNA topoisomerase (ATP-hydrolyzing),False,1
NCU03778,440,Small nuclear ribonucleoprotein Sm D2,True,1
ehd3,441,Small ribosomal subunit protein mS47,False,1
gh31-2,442,alpha-glucosidase,False,1
hsp80,443,Heat shock protein 80,False,1
mrpl36,444,Large ribosomal subunit protein bL31m,False,1
9G6.250,445,Vacuolar membrane protease,False,1
rad16,446,DNA repair protein RAD16,False,1
NCU03632,447,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,False,1
NCU03625,448,Small nuclear ribonucleoprotein Sm D3,False,1
NCU03623,449,E2 ubiquitin-conjugating enzyme,True,1
NCU03610,450,NEDD8-conjugating enzyme UBC12,False,1
rpa-1,451,Replication protein A subunit,False,1
NCU01341,452,U1 small nuclear ribonucleoprotein C,True,1
NCU01331,453,H/ACA ribonucleoprotein complex subunit 2,False,1
NCU03713,454,guanosine-diphosphatase,True,1
elp3,455,Elongator complex protein 3,False,1
pold-1,456,DNA polymerase,False,1
cpc-3,457,non-specific serine/threonine protein kinase,False,1
NCU01184,458,Pre-mRNA-splicing factor CWC2,False,1
gh47-3,460,"alpha-1,2-Mannosidase",False,1
rsm18,461,Small ribosomal subunit protein bS18m,False,1
PEX7,462,Peroxisomal targeting signal 2 receptor,False,1
met-2,463,Cystathionine beta-lyase,False,1
NCU06761,464,sphinganine-1-phosphate aldolase,False,1
mrpl9,465,Large ribosomal subunit protein uL3m,False,1
cox-13,466,"Cytochrome c oxidase subunit 12, mitochondrial",False,1
os-4,467,MAP kinase kinase kinase,False,1
upr-1,468,DNA polymerase,False,1
os-1,469,histidine kinase,False,1
nca-1,470,Calcium-transporting ATPase,False,1
lys-3,471,Alpha-aminoadipate reductase,False,1
ndh-3,473,NADH-ubiquinone oxidoreductase chain 3,False,1
dim-2,474,DNA (cytosine-5-)-methyltransferase,False,1
pkac-1,475,cAMP-dependent protein kinase,False,1
fmn1,476,Riboflavin kinase,False,1
fkr-3,477,FK506-binding protein 1B,False,1
eif3g,478,Eukaryotic translation initiation factor 3 subunit G,False,1
dut-1,479,Deoxyuridine 5'-triphosphate nucleotidohydrolase,False,1
pda-1,480,Porphobilinogen deaminase,False,1
G17A4.270,481,Transcription activator of gluconeogenesis NCU03938,False,1
slt-11,482,Pre-mRNA-splicing factor slt-11,False,1
NCU01753,483,Glutathione hydrolase,True,1
NCU03947,484,E3 ubiquitin-protein ligase,False,1
ars-1,485,Arylsulfatase,False,1
NCU01140,486,"NAD(P) transhydrogenase, mitochondrial",True,1
crp-27,487,Small ribosomal subunit protein uS8,False,1
ace-8,490,Pyruvate kinase,False,1
rpt-3,491,26S proteasome regulatory subunit 6B homolog,False,1
cdc28,492,Cyclin-dependent kinase 1,False,1
ura-5,493,Orotate phosphoribosyltransferase,False,1
rps-5,494,Small ribosomal subunit protein uS7,False,1
ran,495,GTP-binding nuclear protein GSP1/Ran,False,1
rpl-11,496,Large ribosomal subunit protein uL5,False,1
crp-6,497,Small ribosomal subunit protein eS27,False,1
fim,498,Fimbrin,False,1
map-1,499,Matrix AAA protease MAP-1,False,1
pacc-1,500,pH-response transcription factor pacc-1,False,1
mpg-1,502,Mannose-1-phosphate guanyltransferase,False,1
ph7,503,P-type Na(+) transporter,False,1
acu-6,504,Phosphoenolpyruvate carboxykinase (ATP),False,1
NCU03637,505,CAAX prenyl protease,False,1
uvs-6,506,DNA repair protein RAD50,False,1
NCU09076,507,ATP-dependent RNA helicase SUB2,False,1
NCU04355,508,Phosphatidylinositol 4-kinase,False,1
NCU03492,509,Ceramide very long chain fatty acid hydroxylase,False,1
NCU04450,510,"Exonuclease V, mitochondrial",False,1
NCU01820,511,Exportin-1,False,1
NCU04548,512,DNA polymerase epsilon catalytic subunit,True,1
NCU01443,513,"Serine--tRNA ligase, cytoplasmic",False,1
NCU05071,514,Neutral protease 2,False,1
swf-1,515,Palmitoyltransferase SWF1,False,1
gng-1,516,Guanine nucleotide-binding protein subunit gamma,False,1
eif3a,517,Eukaryotic translation initiation factor 3 subunit A,False,1
faeD-3.544,518,Feruloyl esterase D,False,1
mrp49,519,Large ribosomal subunit protein mL61,False,1
NCU04350,520,Chitin synthase A,False,1
NCU04348,521,Ribosome biogenesis protein,False,1
NCU04339,522,Ribokinase,True,1
NCU05028,523,Kinesin-like protein KIF22,False,1
mus-52,524,ATP-dependent DNA helicase II subunit 2,False,1
tim14,525,Mitochondrial import inner membrane translocase subunit tim14,False,1
msp-1,526,Pre-mRNA-splicing factor cwc22,False,1
NCU00065,527,tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)],True,1
NCU00177,528,Phosphoribosylformylglycinamidine cyclo-ligase,True,1
xdh-1,529,xanthine dehydrogenase,False,1
NCU01625,530,DNA 5'-3' helicase,False,1
tif-34,531,Eukaryotic translation initiation factor 3 subunit I,False,1
crf4-1,532,Chromatin remodelling complex ATPase chain ISW1,False,1
NCU03986,533,DNA-directed RNA polymerase subunit,True,1
crn,534,Coronin,False,1
alg-8,535,"Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase",False,1
csn-1,536,COP9 signalosome complex subunit 1,False,1
adi1,537,Acireductone dioxygenase,False,1
mrpl40,538,Large ribosomal subunit protein uL24m,False,1
cpyA,539,Carboxypeptidase Y homolog A,False,1
csn-5,540,COP9 signalosome complex subunit 5,False,1
crp-63,541,Large ribosomal subunit protein eL32,False,1
NCU04535,542,Spindle pole body component,False,1
sec11,543,Signal peptidase complex catalytic subunit sec11,False,1
NCU04508,544,Metallothionein-I gene transcription activator,True,1
NCU04507,545,GPN-loop GTPase,True,1
rrp-3,546,ATP-dependent rRNA helicase rrp-3,False,1
PEX33,547,Peroxisomal membrane protein pex-33,False,1
NCU00030,548,Endonuclease,True,1
clu1,549,Clustered mitochondria protein homolog,False,1
lap1,550,Leucine aminopeptidase 1,False,1
NCU11297,551,Very-long-chain 3-oxoacyl-CoA reductase,False,1
gal-7,552,Galactose-1-phosphate uridylyltransferase,False,1
NCU04459,553,Transcriptional adapter 2,False,1
NCU05120,554,DNA-directed RNA polymerase subunit beta,True,1
cwc-21,555,Pre-mRNA-splicing factor cwc-21,False,1
NCU06481,556,DNA ligase,False,1
mrp-10,557,Small ribosomal subunit protein uS10m,False,1
atp23,558,Mitochondrial inner membrane protease atp23,False,1
mhr1,559,Large ribosomal subunit protein mL67,False,1
NCU00419,560,DNA-directed RNA polymerases I and III subunit RPAC2,False,1
vel,561,non-specific serine/threonine protein kinase,False,1
NCU00405,562,glycine--tRNA ligase,True,1
NCU00387,563,Polyprenal reductase,False,1
hat-1,564,Histone acetyltransferase type B catalytic subunit,False,1
img1,565,Large ribosomal subunit protein bL19m,False,1
NCU06438,566,DNA 3'-5' helicase,True,1
ppi-5,567,Peptidyl-prolyl cis-trans isomerase pin4,False,1
mek-1,568,mitogen-activated protein kinase,False,1
dbp-8,569,ATP-dependent RNA helicase dbp-8,False,1
NCU04442,570,UDP-glucose 4-epimerase,False,1
dbp-4,571,ATP-dependent RNA helicase dbp-4,False,1
rpt-5,572,26S proteasome regulatory subunit 6A,False,1
NCU04400,573,Dihydroxyacetone kinase,False,1
leu-2,574,3-isopropylmalate dehydratase,False,1
NCU03971,575,mRNA cap guanine-N(7) methyltransferase,True,1
gem-1,576,Mitochondrial Rho GTPase 1,False,1
NCU03963,577,S-methyl-5'-thioadenosine phosphorylase,False,1
COQ7,578,"5-demethoxyubiquinone hydroxylase, mitochondrial",False,1
trm8,579,tRNA (guanine-N(7)-)-methyltransferase,False,1
NCU03935,580,Homoserine dehydrogenase,False,1
cys-2,581,assimilatory sulfite reductase (NADPH),False,1
NCU04069,582,"3'(2'),5'-bisphosphate nucleotidase",False,1
mak-5,583,ATP-dependent RNA helicase mak-5,False,1
NCU04040,584,Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase,False,1
hir-1,585,Protein hir-1,False,1
vps27,586,Vacuolar protein sorting-associated protein 27,False,1
yaf9,587,Protein AF-9 homolog,False,1
rbg-5,588,U3 small nucleolar RNA-associated protein 10,False,1
NCU00317,589,"Calpain-like protease palB/rim-13, variant",False,1
vts1,590,RNA-binding protein VTS1,False,1
gsl-3,591,3-ketodihydrosphingosine reductase gsl-3,False,1
set-2,592,"Histone-lysine N-methyltransferase, H3 lysine-36 specific",False,1
NCU00243,593,Microtubule-associated protein RP/EB family member 1,False,1
NCU05971,594,Xaa-Pro aminopeptidase,False,1
NCU09995,595,Non-histone chromosomal protein 6,True,1
apg-8,596,Autophagy-related protein 11,False,1
NCU10053,597,Thymidylate synthase,True,1
NCU10051,598,nitric oxide dioxygenase,False,1
atg12,599,Ubiquitin-like protein atg12,False,1
get-1,600,Protein get-1,False,1
do,601,"1,3-beta-glucan synthase",False,1
NCU09117,602,Crh-like protein,False,1
NCU09449,603,mRNA-capping enzyme subunit beta,True,1
stk-56,604,EKC/KEOPS complex subunit BUD32,False,1
guf1,605,"Translation factor guf1, mitochondrial",False,1
csn-4,606,COP9 signalosome complex subunit 4,False,1
pcb-1,607,Proteasome subunit beta,False,1
NCU09425,608,Cellobionic acid phosphorylase,True,1
crf1-1,609,Chromatin remodeling protein swr-1,False,1
NCU09775,610,Alpha-L-arabinofuranosidase,False,1
NCU04903,611,tripeptidyl-peptidase II,False,1
NCU07414,612,DnaJ family protein,True,1
NCU09297,613,Condensin complex subunit 1,False,1
stk-9,614,non-specific serine/threonine protein kinase,False,1
LSM3,615,LSM complex subunit LSM3,False,1
mrpl15,616,Large ribosomal subunit protein mL57,False,1
NCU07757,617,TBP-associated factor 6,True,1
NCU05960,618,GPI mannosyltransferase 2,False,1
NCU05959,619,Vesicle transport V-SNARE protein VTI1,False,1
Cip2,620,4-O-methyl-glucuronoyl methylesterase,False,1
asf-1,621,Histone chaperone asf-1,False,1
mrpl17,622,Large ribosomal subunit protein mL46,False,1
NCU05974,623,Crh-like protein,False,1
NCU09880,624,Small nuclear ribonucleoprotein G,False,1
sws2,625,Small ribosomal subunit protein uS13m,False,1
NCU07380,626,Eukaryotic translation initiation factor 3 subunit D,True,1
stk-12,627,non-specific serine/threonine protein kinase,False,1
gh47-8,629,"alpha-1,2-Mannosidase",False,1
NCU09025,630,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",False,1
tif-6,631,Eukaryotic translation initiation factor 6,False,1
fyv-10,632,Protein fyv-10,False,1
NCU08985,634,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase,False,1
un-17,635,Poly(A) polymerase,False,1
NCU08973,636,Synaptobrevin homolog YKT6,False,1
tpi-1,637,Triosephosphate isomerase,False,1
mrt4,638,Ribosome assembly factor mrt4,False,1
NCU07544,639,E3 ubiquitin protein ligase,False,1
rad23,640,UV excision repair protein RAD23,False,1
NCU09185,641,Cytochrome P450 monooxygenase ABA1,False,1
NCU09161,642,Protein DOM34 homolog,True,1
NCU09228,643,Aminopeptidase,False,1
NCU09223,644,Protein disulfide-isomerase,False,1
trf-3,645,Transcription elongation factor spt5,False,1
gtt-1,646,Glycylpeptide N-tetradecanoyltransferase,False,1
nic-3,647,Kynurenine 3-monooxygenase,False,1
NCU06923,648,Methionine aminopeptidase,False,1
NCU06914,649,"Histidine--tRNA ligase, mitochondrial",True,1
NCU08228,650,UDP-glucose 6-dehydrogenase,True,1
ptr-1,651,Palmitoyltransferase akr1,False,1
NC2,652,Class II hydrophobin NC2,False,1
gh3-4,653,Beta-glucosidase cel3A,False,1
mia-40,654,Mitochondrial intermembrane space import and assembly protein 40,False,1
NCU04943,655,Protein transport protein BOS1,False,1
cpr-1,656,Cysteine protease 1,False,1
drc-4,657,DNA replication regulator sld2,False,1
rcf1,658,"Respiratory supercomplex factor 1, mitochondrial",False,1
prt-1,659,Eukaryotic translation initiation factor 3 subunit B,False,1
stk-14,660,non-specific serine/threonine protein kinase,False,1
NCU06091,661,Vacuolar protein sorting-associated protein 74,True,1
sfh-5,662,Phosphatidylinositol transfer protein sfh-5,False,1
NCU06032,663,Very long-chain fatty acid transport protein,False,1
mri-1,664,Methylthioribose-1-phosphate isomerase,False,1
msh6,665,DNA mismatch repair protein,False,1
sec24,666,Protein transport protein sec24,False,1
gua-3,667,GMP synthase [glutamine-hydrolyzing],False,1
NCU02322,668,Mannose-6-phosphate isomerase,False,1
gim-1,670,GPI mannosyltransferase 1,False,1
NCU06054,671,Squalene synthase,False,1
img2,672,Large ribosomal subunit protein mL49,False,1
NCU05848,673,Cytochrome P450 monooxygenase ABA1,False,1
NCU02305,674,"Probable hexaprenyl pyrophosphate synthase, mitochondrial",True,1
